title,artist,genre
Opus,Eric Prydz,"electronic, instrumental, dance, trance, house, swedish"
Back In My Life,Alice Deejay,"dance, trance, techno"
Eternal Odyssey,Delerium,"ambient, chillout, trance, new_age"
Strand Tylösand,Basshunter,"electronic, dance, trance, swedish"
You Won't See Me Cry 2005,Markus Schulz,"trance, house"
Strobe (Club Edit),deadmau5,"electronic, trance, house, electro, lounge"
Suru,Super8 & Tab,trance
It's a Fine Day,Opus III,"electronic, dance, 90s, trance, house, techno"
Light The Skies (Retrobyte's Classic Electrobounce Mix),"Cerf, Mitiska & Jaren",trance
Selecta,Infected Mushroom,"electronic, psychedelic, trance"
Castamara,Jonas Steur,trance
Superstring,Cygnus X,"trance, techno"
Pom Pom,Matthew Dear,"electronic, trance, house, techno"
Ayahuasca,1200 Micrograms,"psychedelic, trance"
Kungen är död,Kent,"rock, trance, swedish"
Prophesy,Nitin Sawhney,"chillout, trance, lounge"
Something (Radio Edit),Lasgo,"dance, trance, techno"
Acid for Nothing,1200 Micrograms,"trance, techno"
The Lonely One,Alice Deejay,"dance, trance"
If I Survive,Hybrid,"electronic, trance"
Last Unicorn,Groove Coverage,"dance, trance"
Far Beyond,ATB,"trance, house, techno"
Sun & Moon,Above & Beyond,"electronic, trance"
Science Center,Emeralds,"ambient, trance"
Hear My Name,Armand van Helden,"dance, trance, house"
Certitude,Thomas Bronzwaer,trance
Come Tomorrow,Chicane,"electronic, ambient, trance, house, new_age"
At the End,iio,"dance, trance, house"
Never Cry Again,Dash Berlin,trance
Poppiholla,Chicane,"electronic, trance"
Desperate Religion,ATB,"trance, house"
Take Me to the Clouds Above,LMC vs. U2,"electronic, trance, house, techno, cover"
Hashish,1200 Micrograms,"psychedelic, trance"
Red Zone,Robert Miles,"ambient, dance, trance, house, techno"
Just A Thought,Carl B.,trance
Apogiffa Night,Infected Mushroom,"electronic, trance, techno"
Going Wrong,Armin van Buuren,trance
Shamanix,Hallucinogen,trance
Run For It,Delerium,"electronic, ambient, chillout, trance, trip_hop, new_age"
Lost You Somewhere,Chicane,"chillout, trance"
Artcore,Astrix,trance
Awake Enough,Deep Dish,"electronic, trance, house"
Spring Arrives,Azam Ali,"female_vocalists, trance, new_age"
Airtight,Max Graham,trance
Dextrous,Nightmares on Wax,"electronic, chillout, trance, house, techno, idm"
Easy Life,Finger Eleven,"rock, alternative, trance, grunge"
Hash Driven,Timo Maas,"electronic, trance, house, techno, downtempo"
Hang Tough,Fluke,"electronic, trance, techno"
Let the Music Take Control,Darude,"dance, trance, techno"
Escape Me,Tiësto feat. C.C. Sheffield,"dance, trance, house, techno"
Enlightened Evolution,Astral Projection,trance
Inside of Me,Benny Benassi,"electronic, dance, trance, house, techno"
20.000 Miles Over the Sea,Enigma,"ambient, trance, lounge, new_age"
My Spine,Fluke,"electronic, trance, techno"
I Will Believe It,Cascada,"dance, trance, techno"
Incantation,Delerium,"electronic, ambient, trance, house, dark_ambient, new_age"
Sweet Escape,Alesso,"pop, dance, trance"
Techno Widows,Astrix,"trance, techno"
Awakening (Radio Edit),Rank 1,"trance, techno"
I Won't Be Crying,Infernal,"dance, trance"
Can't Sleep (Original Mix),Above & Beyond,trance
Tweaky,Astrix,trance
6/8 War,Leftfield,"electronic, trance, techno, idm"
Only U,Antiloop,"trance, techno, swedish"
Genetic,Emeralds,"ambient, trance"
Technophobia,Progression,trance
"Of These, Hope",Peter Gabriel,"soundtrack, trance"
Talk Amongst Yourselves,Grand National,"electronic, indie, trance"
Great Spirit,Armin van Buuren,trance
Scanner,Younger Brother,"psychedelic, trance"
Til the End of Time,Delerium,"electronic, ambient, chillout, trance, new_age"
Demention,Hallucinogen,"psychedelic, trance"
Camilla,Basshunter,"dance, trance, techno"
Lalita,The Love Language,trance
A Neverending Dream,Cascada,"dance, trance, techno"
Amp,Fluke,"electronic, dance, trance, techno"
One And One,Robert Miles,"dance, 90s, trance"
Sorrow Has No Home,Markus Schulz,trance
Erosion,Vibrasphere,"ambient, trance"
Club Bizarre,U96,"dance, 90s, trance, techno"
Mind of the Wonderful,Blank & Jones,trance
So May I Introduce To You,Dilated Peoples,"chillout, hip_hop, trance, house, techno, drum_and_bass"
Sirens Of The Sea,Oceanlab,trance
Astronauts,Armin van Buuren,trance
Made of Love,Ferry Corsten,trance
Alcarda,ATB,"trance, techno"
Manga,Timo Maas,"electronic, dance, trance, house, techno"
Pulsar,Armin van Buuren,"electronic, dance, trance"
Underbeat,Astrix,trance
The Flow,Darude,"dance, trance, techno"
Magic Mushrooms,1200 Micrograms,"psychedelic, trance"
Big Wednesday,Freeland,"electronic, trance, downtempo"
Madazulu,Deep Forest,"electronic, ambient, chillout, trance, new_age"
One & One,Robert Miles,"dance, trance"
Tell Me Why (The Riddle),Paul van Dyk,"trance, techno"
Fine Without You,Armin van Buuren,trance
I Choose Noise,Hybrid,"electronic, trance, house, techno, noise"
Stoned In Love,Chicane feat. Tom Jones,"electronic, dance, trance, house, male_vocalists"
Too Many Times,Kai Tracid,"trance, techno"
Vega,Paul van Dyk,"trance, house, techno"
Collides with Beauty,ATB,"trance, techno"
Audax Powder,Polygon Window,"electronic, trance, techno, idm"
Red Skies,Chicane,trance
Mysterious Skies,ATB,trance
Because I Love You,September,"pop, dance, trance, swedish"
Rush Hour,Christopher Lawrence,"electronic, trance"
Airwave (Album Cut),Rank 1,trance
In Progress,Signum,trance
Don't Touch Too Much,Benny Benassi,"electronic, dance, trance, house, techno"
Luvstruck,Southside Spinners,"dance, trance, house, techno"
Extraordinary Way,Conjure One,"electronic, ambient, chillout, trance, new_age"
Shark,Juno Reactor,"electronic, ambient, trance, dark_ambient"
Sonic Empire,Members of Mayday,"electronic, trance, house, techno"
IntenCity,ATB,trance
0:54,Global Communication,"ambient, trance, techno"
Monkey Puzzle,The Brian Jonestown Massacre,"alternative, indie, 90s, trance"
Salvia Divinorum,1200 Micrograms,trance
Scream For More,Kate Ryan,"dance, trance, techno"
Far From Over,Kamaya Painters,trance
I Should Know,Dirty Vegas,"electronic, dance, trance, house, techno"
Sergio's Theme,Deep Dish,"electronic, chillout, trance, house"
Golden Arm,Sasha,"electronic, trance, techno"
Manzanilla,Vibrasphere,"ambient, chillout, trance"
Drums of New York,Darude,"dance, trance, house, techno"
Cherry Blossom,Marcel Woods,"trance, techno"
Fundamental,Sasha,"electronic, trance, house, techno"
Endless Wave,Kamaya Painters,trance
Deranger,Hallucinogen,trance
Good Kids Make Bad Grown Ups,Ariel Pink's Haunted Graffiti,"indie, experimental, trance"
Tell It To My Heart,Kelly Llorenna,"dance, trance"
Apollo,Way Out West,"trance, house"
Airwave (Sunset Mix),Rank 1,trance
Opalin,Aes Dana,"electronic, ambient, chillout, trance"
Nilaya,Astral Projection,trance
The Creation,1200 Micrograms,trance
Beyond Being,Conjure One,"electronic, ambient, chillout, trance, new_age"
Sweet Things,Tiësto,trance
No Vacancy,Breathe Carolina,"electronic, trance, post_hardcore"
Last Thing,Orbital,"electronic, trance, techno"
Half As Much,Sylver,"dance, trance, techno"
Spineless Jelly,The Future Sound of London,"ambient, trance, techno"
Mindcircus,Way Out West,"electronic, trance, house"
More Than a Life Away,Marco V,"electronic, trance, house, techno"
Ready or Not,Cascada,"dance, trance"
Waiting For The Night,Armin van Buuren,"electronic, dance, trance"
Disappear Here,Hybrid,trance
Oi!,Orbital,"electronic, trance, techno, drum_and_bass"
Right In The Night,Jam & Spoon,"dance, 90s, trance"
Sun Goes Down,ATB,"chillout, trance"
Armed,Pryda,"trance, house"
Scratchy Noise,The Herbaliser,"electronic, trance, trip_hop, downtempo"
Mana,Xavier Rudd,"folk, acoustic, trance"
Battleship Grey,Tiësto,"chillout, trance, techno, nu_metal"
Classified,Breathe Carolina,"electronic, trance"
Just for Today,Hybrid,"electronic, trance"
Lizard,Mauro Picotto,"trance, techno"
Ballad Of Tindersticks,Tindersticks,"indie, trance"
Fever Fever,Melody Club,"electronic, pop, trance, techno, swedish"
Cosmomatic,Rank 1,"trance, techno"
Nude Night,The Chemical Brothers,"electronic, dance, trance, techno"
Ice Cube,Juno Reactor,"electronic, trance, techno"
Everything to Lose,Dido,"electronic, pop, soundtrack, trance"
I Will Be Here,Tiësto,trance
Faster Kill Pussycat,Paul Oakenfold,"electronic, dance, trance, techno"
Everytime I Hear Your Name,Cascada,"dance, trance"
Sunset on Ibiza,Three Drives,trance
Beachcoma,Hybrid,"electronic, trance"
Dreaming Your Dreams,Hybrid,"electronic, trance"
Hold On To Me,Armin van Buuren,trance
What You Need (Hard Dub),Nic Chagall,trance
Nothing I Won't Do,Special D.,"dance, trance, techno"
Mahadeva,Astral Projection,"psychedelic, trance"
Lonely Girl,Oceanlab,trance
Life Is Too Short,Kai Tracid,trance
Helsinki Scorchin',Super8 & Tab,trance
Everybody's Wearing My Head,Deep Dish,"dance, trance, house"
Supply & Demand,Fischerspooner,trance
Control Freak,Armin van Buuren,"trance, techno"
Down On Love,Ferry Corsten,"dance, trance, techno"
Ancient History,Tiësto,"trance, power_metal, nu_metal"
Just Be Me,Kirsty Hawkshaw,"female_vocalists, trance"
Communication Part 3,Armin van Buuren,trance
Bass Creator,Basshunter,"electronic, dance, trance, techno, swedish"
Freaky Friday,Aqua,"pop, dance, 90s, trance, techno"
Safety Zone,Younger Brother,"electronic, ambient, chillout, psychedelic, trance"
Dream Girl,Basshunter,"pop, dance, trance, techno"
Opening Credits,Hybrid,"electronic, trance"
Fahrenheit 451,ATB,"ambient, chillout, trance"
On The Beach,York,"dance, trance"
Carry Me Away,Chris Lake,trance
Horrorgram,Hallucinogen,trance
Sublime,Ferry Corsten,trance
T.T.C.,Rank 1,"ambient, chillout, trance"
Oil 1,Moby,"electronic, trance"
Holy Are You,The Electric Prunes,"rock, alternative, classic_rock, trance, 60s, psychedelic_rock"
Jiggle of the Sphinx,Hallucinogen,trance
Dust In The Wind (Original Mix),Arnej,trance
No One On Earth (Gabriel & Dresden Remix),Above & Beyond,trance
If You Believe,Sasha,"pop, trance"
High On Life,DJ Encore,"dance, trance"
Only If I,Kate Ryan,"dance, trance"
Trance Dance,Astral Projection,trance
Revealed,Blank & Jones,"chillout, trance"
Love Is An Angel,Sylver,"dance, trance"
Alchemy,Above & Beyond,trance
Throwing Shapes,Dirty Vegas,"electronic, dance, trance, techno"
Walking In The Sky,DJ Encore,"dance, trance"
I Wanna Cry,ATB,trance
Freeze,Alphawezen,"electronic, trance, lounge, new_age"
Further Away,Camo & Krooked,"electronic, trance, drum_and_bass"
The Theme,Jurgen Vries,trance
Sweet Sorrow,Ferry Corsten,"trance, techno"
Some Things Just Are The Way They Are,ATB,"chillout, trance"
Circular Symetry,ATB,"chillout, trance"
Into The Dark,Ferry Corsten,"electronic, trance"
Desert Storm,Orbital,"electronic, trance, techno, idm"
Attached,Orbital,"electronic, trance, techno, idm"
Walhalla,Gouryella,trance
Theme From Wide Angle,Hybrid,"electronic, trance, techno"
Streets Lack Love,Nneka,"jazz, soul, funk, trance"
Symsonic,Rank 1,trance
Garden Of Eden,1200 Micrograms,trance
O,Fischerspooner,"electronic, trance, techno"
Supremacy II,Polygon Window,"electronic, experimental, trance, techno, idm"
Expo,Fluke,"electronic, trance"
Hit My Heart,Benassi Bros.,"electronic, dance, trance, house, techno"
Teleport,Man With No Name,trance
Wait for Your Heart,ATB,"trance, lounge"
Far Away From Home,Groove Coverage,"dance, trance, techno"
Hjartao Hamast,Sigur Rós,"trance, chill"
Celtic Trance,Dagda,"trance, new_age"
Anything But You,Way Out West,"electronic, trance, techno"
Merlin,Infected Mushroom,"electronic, psychedelic, trance"
Liquid Cool,Apollo 440,"electronic, trance, techno"
Snakey Shaker,Hallucinogen,trance
UT1 - Dot,Polygon Window,"electronic, trance, techno, idm"
Who Wants To Be Alone,Tiësto,"electronic, trance, house"
Satori Waterfalls,Ohmna,trance
Travelling,Paul van Dyk,"trance, techno"
"One, Two, Three",Rocco,"trance, techno"
Breaking Ties,Oceanlab,"female_vocalists, chillout, trance"
A Bit Patchy,Switch,"electronic, trance, house, techno"
Wild Butterfly,Balligomingo,"female_vocalists, ambient, chillout, trance, new_age"
Offshore '97,Chicane,"chillout, trance"
The Introduction,Breathe Carolina,"electronic, trance"
Holy Virgin,Groove Coverage,"dance, trance"
Sunstroke,Chicane,"chillout, trance"
Lament (Dub 4 Satoshi),Gabriel & Dresden,trance
Snyper,Hybrid,"electronic, trance, techno"
Child,Daniel Kandi,trance
The Drive Home,Chicane,"electronic, chillout, trance"
With My Own Eyes,Sash!,"electronic, dance, trance"
Baby Pain,Fluke,"electronic, trance, techno"
Edge & Flight,Solar Fields,"electronic, experimental, soundtrack, trance, idm"
Reconnect,Knife Party,"electronic, dance, trance"
I Can't Let You Go,Ian Van Dahl,"dance, trance"
You're the One,Kate Bush,"alternative, female_vocalists, singer_songwriter, trance"
Tomahawk,Oliver Smith,trance
Love Come Home,DJ Jean,"dance, trance, house, techno"
People Get Lost,Ohmna,trance
Out Ronique,One Morning Left,"electronic, trance, synthpop"
Eye To Eye,Astrix,trance
I Promised Myself,Basshunter,"dance, trance"
Viscous,Tripswitch,"ambient, psychedelic, trance, idm"
Dancing Galaxy,Astral Projection,trance
Thrill,Ernesto vs. Bastian,trance
In Stereo,Bomfunk MC's,"electronic, trance"
Move Mania,Sash!,"dance, trance"
Just Listen,Oceanlab,"chillout, trance"
Tse-Tse Fly,Sofa Surfers,"trance, trip_hop, noise"
The Garden's End,Sarah Blasko,"female_vocalists, singer_songwriter, trance"
Jaws,GMS,trance
Green Astronauts,A Boy Called Joni,trance
Celebrate Our Love,Alice Deejay,"dance, trance"
Abacaxi Fever,Sesto Sento,trance
Generation Of Love,Rocco,"dance, trance, techno"
Heaven Scent,Bedrock,trance
Thing Called Love,Above & Beyond,trance
Vertical,Vibrasphere,trance
Just Like A Man,Way Out West,"electronic, chillout, trance, downtempo"
Errata,Xploding Plastix,"electronic, jazz, trance, electro"
Dance On Our Graves,Paper Route,"alternative, indie, trance, beautiful"
Force Of Nature,Groove Coverage,"dance, trance"
Free Tibet,Hilight Tribe,trance
Emerge (Junkie XL Remix),Fischerspooner,"electronic, dance, trance, electro"
Kick Back,Solar Fields,"electronic, trance"
Bergwein,Efdemin,trance
Freefalling,Ferry Corsten,"electronic, trance, downtempo"
The Whistle Song,DJ Aligator,"dance, trance"
Tantrix,Tastexperience,trance
Zeppelin,Michael Cassette,trance
Nothing Left 1,Orbital,"electronic, trance"
Sutrix,Talvin Singh,"electronic, trance, drum_and_bass, new_age"
Consensual Worlds,Delerium,"electronic, ambient, trance, new_age"
Quixote,Polygon Window,"electronic, ambient, trance, techno, idm"
Just a Dream,Delerium,"electronic, ambient, chillout, trance, new_age"
Riding,Espers,"folk, trance"
Badimo,Juno Reactor,"electronic, trance"
Red Blue Purple,Marco V,trance
Confusion (Pump Panel Reconstruction mix),New Order,"electronic, trance, techno"
Speed Of Light,1200 Micrograms,"psychedelic, trance"
Red Harvest,Bloodsimple,"metal, metalcore, trance, nu_metal"
Got What You Need,Eve,"rap, hip_hop, trance, rnb"
Massive,Ralphie B,trance
Returning,Delerium,"ambient, chillout, trance, new_age"
Such Is Life (Sunday Afternoon Rework),Rank 1,"female_vocalists, chillout, trance"
Wendigo,Crippled Black Phoenix,"instrumental, trance"
500 Miles,Down By Law,"punk, punk_rock, trance, cover"
Magic Fly,Felix da Housecat,"electronic, trance"
In Control,Vibrasphere,trance
North Pole,Nitrous Oxide,trance
Indu,Abakus,"electronic, ambient, chillout, trance"
All Man's Land,Planet Funk,"electronic, trance, house"
Feel You,ATB,"chillout, trance"
Heroin Chic,My Dying Bride,"trance, trip_hop, doom_metal"
S.T.A.R.R.Z.,Booka Shade,trance
If Love Is The Drug,The Brian Jonestown Massacre,"indie, psychedelic, trance, psychedelic_rock"
Brainbow,Solar Fields,trance
Star Traveller,Ferry Corsten,trance
We Are Nothing,Timo Maas,"electronic, trance"
The Sun Is Shining (Down on Me),DT8 Project,"electronic, dance, trance"
Talk (Junkie XL Remix),Coldplay,"electronic, trance"
Mistral,Loscil,"electronic, ambient, trance"
1001 Arabian Nights,1200 Micrograms,"psychedelic, trance"
If You Should Go,Armin van Buuren,"electronic, trance"
She's the Sun,Scooter,"trance, techno, downtempo"
Sinequanon,Hybrid,"electronic, trance, french"
Gateway,Delerium,"electronic, ambient, chillout, trance, downtempo, dark_ambient, new_age"
Switch On,Paul Oakenfold,"electronic, trance, techno, new_age"
I Don't Know Why,Moony,"dance, trance"
Do You Feel Me,Tiesto feat Julie Thompson,trance
Shallow Water,Sylver,"pop, female_vocalists, dance, trance"
Zanzibar,Global Experience,"electronic, trance"
No Fate,Scooter,"trance, techno"
Anything Is Possible,Astral Projection,"psychedelic, trance"
I'm Your Pusher,Scooter,"dance, trance, techno"
The Emergency,BT,"electronic, trance"
Growler,FC/Kahuna,"electronic, dance, trance"
Suavemente,Scooter,"trance, techno"
Song For Ancestors,Juno Reactor,"electronic, ambient, trance"
Gaijinrocker,Electric Universe,trance
Luscious Apparatus,Recoil,"electronic, trance, dark_ambient"
Second Turn,Jonas Steur,trance
Lost Connection,Jochen Miller,trance
Forza,Zombie Nation,"electronic, trance, techno, electro"
Simple Obsession,Andru Donalds,"trance, new_age"
Like Love,Timo Maas,"electronic, dance, trance, house"
Taurus,Talamasca,trance
Tokyo Dub,Juno Reactor,"ambient, trance"
Monday Bar (Original Mix),Nic Chagall,trance
Feelin Good,Faithless,"electronic, dance, trance, house"
Renaissance Superman,1200 Micrograms,trance
Summer Of 69,Topmodelz,"dance, trance"
Behind,ATB pres. Flanders,"dance, trance"
Scientific Reality,Astrix,trance
Your Place or Mine,Audion,"electronic, trance, techno"
The Hardest Heart,Blank & Jones,"chillout, trance"
21st Century Digital Girl,Groove Coverage,"electronic, dance, trance"
Flamingo,Infected Mushroom,"electronic, alternative, psychedelic, progressive_metal, trance"
Underwater World,ATB,trance
Aqua Line Spirit,Astral Projection,"electronic, trance"
Tuvan,Gaia,trance
O.C.B.,Timo Maas,"electronic, trance, house"
What About Me,Cascada,"dance, trance"
Sunset Girl,ATB,trance
Alcoholic,Tim Berg,"electronic, trance, house, new_age"
Ravers Fantasy,Tune Up!,"dance, trance, techno"
Sandstorm (JS16 Remix),Darude,trance
Radio Crash,Ferry Corsten,trance
Love Never Came,Armin van Buuren,"electronic, trance"
Submariner,Axwell,"electronic, trance, house"
I'm Lonely,Scooter,"dance, trance, techno"
Divine,Supreme Beings of Leisure,"electronic, trance, trip_hop"
Virgo,Talamasca,trance
Acidance,Electric Universe,trance
You Wish (interlude),Breathe Carolina,"electronic, trance"
Kiss My Trance,The Subs,"electronic, trance, electro"
Hallo Hallo,Ace of Base,"pop, female_vocalists, dance, trance"
Won't Let You Go,Armin van Buuren,trance
Airwaves,GusGus,trance
Always A Fool,Kyau vs. Albert,trance
Another Day On The Terrace,Sunlounger,"chillout, trance"
Love Don't Dance Here Anymore,Tiga,"electronic, dance, trance, electro"
Gravastar,Hybrid,"electronic, trance, idm"
Fallen Icons,Delerium,"electronic, ambient, trance, new_age"
Soul Train,Scooter,"trance, techno"
Drive X-Treme,Ziggy x,"trance, techno"
Double Dragons,Doof,"psychedelic, trance"
The Boy In Your Eyes,Pati Yang,"alternative, female_vocalists, trance, polish"
Libra,Talamasca,trance
Woz Not Woz,Eric Prydz,"dance, trance, house"
Can U Dig It?,Pop Will Eat Itself,"alternative, indie, dance, industrial, 90s, trance"
Sweet September,Vibrasphere,trance
102 Miles from Here,Vibrasphere,"ambient, trance, electro"
Diving,4 Strings,"dance, trance"
You Decide,Electric Universe,trance
Four Square,Lights Out Asia,"ambient, instrumental, post_rock, trance"
White Sand,Sunlounger,trance
There's Nothing I Won't Do,JX,"dance, trance"
Exhale,System F,trance
Decca,Talvin Singh,"electronic, trance, drum_and_bass"
Infinite Justice,Astral Projection,trance
Sagittarius,Talamasca,trance
Oceanic,Above & Beyond pres. Tranquility Base,trance
Fuck The Millennium,Scooter,"trance, techno"
Phorever People,The Shamen,"dance, 90s, trance"
"The Mayans, Incas And Aztecs",1200 Micrograms,"psychedelic, trance"
Hudson Street,Agnelli & Nelson,trance
Electro Panic,Infected Mushroom & Yahel,"psychedelic, trance"
My Saving Grace,ATB,trance
E=MC²,1200 Micrograms,trance
High Paradise,1200 Micrograms,"psychedelic, trance"
Take a Break,Scooter,"trance, techno"
We'll See,Simon Patterson,trance
Bitter Sweet,Darude,trance
Walking Backwards Through The Cosmic Mirror,Shpongle,"electronic, psychedelic, trance"
The Line to the Dead,Combichrist,"industrial, trance, noise"
Baja,Sasha,"electronic, ambient, chillout, trance, downtempo"
These New Knights,Ou Est Le Swimming Pool,"trance, electro, synthpop"
Slammin,Pulsedriver,trance
Language of the Future,1200 Micrograms,trance
Titan (Original Mix),Thomas Bronzwaer,trance
"I Am Free, Today I Perished",Crippled Black Phoenix,"progressive_rock, post_rock, trance"
Synaesthesia,The Thrillseekers,trance
Tolerance,Marco V,trance
Your Mind And We Belong Together,Love,"rock, psychedelic, trance, 60s, psychedelic_rock"
Pulstar,Scooter,"dance, trance, techno"
Suicide,Kai Tracid,trance
GPS,Basshunter,"dance, trance"
Beyond Time (Ambient mix),Blank & Jones,"ambient, chillout, trance"
I'll Be Back,GMS,trance
Golzar,Niyaz,trance
Small Little Green Cubes,Solar Fields,"ambient, chillout, psychedelic, trance"
Lament (Original Mix),Gabriel & Dresden,"electronic, trance"
Radial Blur,Astral Projection,trance
Hypnotic Tango,Master Blaster,trance
The Cosmologist,1200 Micrograms,trance
Walk Into The Sun,Dirty Vegas,"electronic, alternative, pop, trance"
Chakalaka,Wippenberg,"electronic, trance"
Floating Free,Vibrasphere,trance
Party Pooper,Eskimo,trance
Blue Aura,The Infinity Project,"electronic, ambient, trance"
Out of our Lives,Active Sight,trance
Daimoku,Faithless,"electronic, trance"
Breathe Without You,Milk Inc.,"dance, trance"
Slur,Lusine,"electronic, trance, idm"
Every Other Way,BT,"electronic, chillout, trance"
Scorpio,Talamasca,trance
Una Mujer,Christina Aguilera,"pop, trance"
Inspiration,Ian Van Dahl,"dance, trance"
Nightflight,Novaspace,"dance, trance"
Face It,Moby,"rock, trance"
This Is What It Means,Hybrid,"electronic, trance, house, downtempo"
Dare To Live (SR Version),Rotersand,"industrial, trance"
There Is Hope,Zoo Brazil feat. Rasmus Kellerman,"electronic, trance"
Meteor 2004,Electric Universe,trance
Mekong Delta,Prometheus,trance
Fatal Beating,Hybrid,"electronic, trance"
This World Is Watching Me,Armin van Buuren,trance
Passage To The Unknown,Rank 1,trance
We Are The People (Burns Remix),Empire of the Sun,"electronic, dance, chillout, trance, electro"
Colours Of The Rainbow,Tune Up! vs. Italobrothers,"electronic, dance, trance"
The Definition,Scooter,"trance, techno"
Fine Day,Dallas Superstars,"electronic, dance, trance"
Haven't We Met Before,Timo Maas,trance
Under A Spell,Pogo,"electronic, ambient, chillout, trance"
Nova 3,Electric Universe,trance
They Always Come Back,Arnej,trance
Adieu (Routron 5000 Remix),Enter Shikari,"electronic, trance, electro, post_hardcore"
Kiksu,Kyau vs. Albert,trance
Sparkles,Tiësto,"electronic, dance, trance"
Diving Faces,Liquid Child,trance
A New Dawn,Steve Forte Rio,trance
Stealth,Way Out West,"electronic, chillout, trance"
Advanced (Original Mix),Marcel Woods,trance
Snagglepuss,Vibesquad,trance
Cosmic Flight (Nick Warren remix),Glenn Morrison,trance
Let's Turn On,Doof,trance
Liquid Sun,Astral Projection,trance
Madras,Global Experience,trance
Arezou,Niyaz,trance
Def Con One,Pop Will Eat Itself,"electronic, alternative, indie, pop, industrial, trance, techno"
Dreamland,DJ Ross,"dance, trance"
Diamondback,Mekka,trance
Who is Watching,Armin van Buuren,trance
P.:NTIL,Autechre,"electronic, experimental, trance, idm, dark_ambient, noise, avant_garde"
Cry for Love,Clear View,trance
Get High,ATB,"ambient, chillout, trance"
Iguana,Mauro Picotto,trance
London Rain,Cosmic Gate,trance
Communicate,BT,"electronic, trance"
Down From The Deep,Rank 1,trance
Ekko,Plastikman,"ambient, trance, techno, drum_and_bass"
Everyday Life,Robert Miles,"ambient, chillout, trance, new_age"
Deeply Disturbed (Edit),Infected Mushroom,"electronic, trance"
Like I Love You,The Hitmen,"dance, trance"
Equilibrium,Rank 1,trance
Ripple Effect,Phutureprimitive,"electronic, trance"
Killin' Time,Tina Cousins,"dance, trance"
Man On The Run,"Dash Berlin with Cerf, Mitiska & Jaren",trance
Angelic Particles,Hallucinogen,trance
Until Tomorrow,Hybrid,"electronic, trance"
The First Tones,ATB,"trance, lounge"
Acid Moon,Juno Reactor,"electronic, trance"
Silence (Michael Woods Remix),Delerium,"electronic, ambient, chillout, trance"
Life's a Beach!,Studio,"electronic, trance"
Time Simulation,Talamasca,trance
Crystal Sequence,Astrix,"electronic, trance"
Tibet Part II,Mark Isham,"ambient, soundtrack, trance, new_age"
Horsepower,Justice,"electronic, house, electro, french"
Hear Me Now,Alok,"electronic, house, electro, beautiful"
Like I Do,David Guetta,"electronic, pop, dance, house, techno"
Dirty Talk,Wynter Gordon,"dance, house, rnb"
Stupidisco,Junior Jack,"dance, house"
Fugue State,Nero,"electronic, house, electro"
365,Zedd,"pop, dance, house, love"
I Think I Like It,Fake Blood,"electronic, house"
Feel the Vibe,Axwell,house
Shame on Me,Avicii,"electronic, house, electro, swedish"
In The Way,Nero,"house, drum_and_bass"
Yeah Yeah Yeah La La La,Calvin Harris,"electronic, house, electro"
Love Sweet Sound,Groove Armada,"electronic, dance, house"
You Got the Love,The Source,"dance, house, lounge"
Oh!,Boys Noize,"electronic, house, techno, electro"
Could This Be Real,Sub Focus,"house, electro, drum_and_bass"
Broken Record,Katy B,"electronic, pop, dance, british, house, drum_and_bass"
Ooh Yeah,Moby,"electronic, house"
Kylie,Akcent,"dance, house"
Samba de Janeiro,Bellini,"dance, 90s, house"
Crocodile,Underworld,"electronic, dance, house, techno"
Destroy Rock & Roll,Mylo,"electronic, house, electro"
Right Here's The Spot,Basement Jaxx,"electronic, dance, house"
VIP,Ke$ha,"pop, female_vocalists, dance, house"
Paper Moon,Booka Shade,"electronic, house, techno, electro"
Another Girl,Jacques Greene,house
Now and Later,Sage the Gemini,"electronic, house"
Limits,Calvin Harris,"electronic, dance, house, electro"
Pleasure From The Bass,Tiga,"electronic, dance, house, electro"
Never Mind,Infected Mushroom,"electronic, dance, house, techno, electro"
Square 1,Paul Kalkbrenner,"electronic, house, techno, electro"
One Trick Pony,deadmau5,"house, techno"
Me So Horny,2 Live Crew,"80s, rap, hip_hop, house, electro"
Te Quiero,Stromae,"electronic, dance, house, male_vocalists, french"
Crescendolls (Laidback Luke remix),Daft Punk,"electronic, dance, house, techno, electro, downtempo"
I Like The Way,Kaskade,"electronic, house, downtempo, lounge"
Crabs In A Bucket,Vince Staples,"electronic, hip_hop, house"
Sun Is Up,Inna,"dance, house"
Early Mornin',Britney Spears,"pop, house"
Baby Said,Hot Chip,"electronic, indie, house, electro, downtempo"
The Sound of Violence,Cassius,"house, electro, french"
Woman (Mstrkrft Remix),Wolfmother,"rock, electronic, dance, house, electro"
Monophonic Shit,Mr. Oizo,"electronic, house, electro, french"
Shoes,Tiga,"electronic, house, electro"
This Is My Life,Edward Maya,"electronic, dance, house"
Escape (The Bloody Beetroots Remix),The Toxic Avenger,"electronic, house, electro"
Pay No Mind,Madeon,house
10000 Horses Can't Be Wrong,Simian Mobile Disco,"electronic, house, electro"
Coma Cat,Tensnake,house
100% Pure Love,Crystal Waters,"dance, 90s, house"
Rivers,Thomas Jack,"electronic, house"
Move For Me,Kaskade,"dance, house"
Some Kinda Rush,Booty Luv,"dance, house"
Groove Is On,Groove Armada,"electronic, dance, chillout, house, trip_hop, lounge"
Pong Pang,Booka Shade,"electronic, house, techno, electro"
